id	user	icon	portrait	English	Japanese	Notes	pic	Filenames	Codes	French	Italian	German	Spanish	7
GIRL_FOUNDKEY	The Scythian				道端にオトメちゃんがいた。雨でずぶ濡れだ。									63
			gourd/gourd		どうやら石壁の向こう、;ミンギ・トウに続く~古道のほうで;こだまの泡が聞こえたらしい。;~森の精がいるのだろうか。									119
			gourd/gourd		オトメちゃんは、;川の両端にそびえ立つ巨木の~幹について;何か言っていた。									67
			gourd/gourd		オトメちゃんは、;危難の崖にかかる~ぼんやりとした虹について;何か言っていた。									66
			adventureUI/megatomeItem		…そして急に怯えた様子で;「迷ったり分からな~くなったら;とにかく絶世の大書を頼りにして」;~と言った。									93
LOGFELLA_FOUNDKEYTHOUGHTS	Logfella				あのスキタイのムスメが;嵐を止めてくれるって~いうなら、;鍵は預けておいても全然問題ねえ。									101
					あのヒトがさっき話してたすげえ冒険話、;~途中でうなづくのが礼儀だったんだろうな。;~うたた寝しちまってた。;あの手の話はホント~苦手でよ…。									114
					あのヒトの果たすべき使命について;色々~聞いてみたんだ。あのヒト、;スキタイが治めた~大草原のこととか、;神の指がどうとか~話してた。									118
GIRL_FOUNDKEYTHOUGHTS	Girl				森の精をあと１匹か２匹空に還せば、;~このひどい嵐も止められる…;~その後は奇跡の時間が訪れるわ！ #奇跡		129	034.jpg	33A44					128
GIRL_SUPERMOTHERTREE	Girl				夢歩きのとき、月が一番明るい夜には;背筋が~寒くなるような静寂があるわ。;~反対に月が一番暗い夜は、森が荒ぶるの。									129
					夢で行く場所はいつも同じ。;でも月の満ち欠け~具合によって;何かが少し変わる。									112
					あの嵐が去って以来、;いつも同じ…夜明け前の~森を歩いている夢を;見るようになったの。									117
ARCHETYPE_TREEHINT	The Archetype				森のキノコを摂取すると未確認生物や;~様々な現象の幻視が生じる場合があります。									105
					森の精が出すこだまの泡を探し、;その周囲を~よく調べてみてください。									
					歌が始まったら、;ソーサリーのオーラに~やさしく触れて;指先を動かすと~周りを見渡すことができます。									120
ARCHETYPE_MUSHROOMHINT	The Archetype				キノコを用いた占術は;人類の精神発展に大きく~寄与していると;主張する者がいるくらいなの~です。									
					考古学的検証の結果、キノコは;宗教的交信儀式~や占術、治癒術などにおいて;相当に古い時代~から用いられていたことが;分かっています。									
					生理学的には、幸福感、感覚の鋭敏化、;~ストレスの消散、食欲の低減などが;~体感できるようです。									
					森のキノコを摂取することで、;森の精の居場所~や召喚方法などが;見えるようになるかもしれま~せんね。		60	035.jpg	53A5Y					108
ARCHETYPE_TRIGONGROVE	The Archetype				どうです？感じますか？;~絶世の大書の記号や文章の意味が;~理解できるようになってきていませんか？									121
					この光の柱は、;生者と死者をつなぐ~架け橋です。;今後は幽霊と話す機会も;~あるかもしれませんね。									125
					先ほど、あなたがトライゴンの森で;最初の~光の柱を起動したと;知らせが入りましたよ。									
GIRL_CABINSHEEP	The Scythian				オトメちゃんに小屋の周りにいる;邪魔っけな~羊たちの事を聞いてみた。;少し前に怯えて~集まって来たのだそうだ。									123
			gourd/gourd		オトメちゃんに;森の精を５匹空に還したこと~を伝えると、;彼女は「奇跡の時が来た~かもしれない」と言った。									115
					どうも羊たちが元いた場所を調べてみたほうが;~良さそうだ。									85
LOGFELLA_CABINSHEEP	The Scythian				丸太さんは奇跡の時が来たと思っていた。;~何かスゴイことが起こるのだろう、と。		79	036.jpg	V3G62					117
GIRL_CABINSHEEPTHOUGHTS	Girl				え…雨が…やんだ！;嵐の終わりなのかしら、~そうだといいな。									83
					ここんところずっと嵐で;気分も落ち込んでた~から。									78
LOGFELLA_CABINSHEEPTHOUGHTS	Logfella				うーん…ちょっとビビってきたぞ…。;~何か起きてるな。嵐が…去るのか？									118
					俺は勇気を振り絞りたい時は;暖炉のそばに~座ってブーツをあっためるって;決めてるんだ。									114
DOGFELLA_CABINSHEEPTHOUGHTS	Dogfella				ワン ワン ワン ワン ワン ワン！#吠え続けてる #奇跡		84	037.jpg	V3C7I					64
ARCHETYPE_MEADOWHINT	The Archetype				太陽が正しい位置に定まるとき、;あなたは~奇跡の能力を手にするのですよ。									110
					この感覚…あなたも感じてますか？;そうです、~奇跡の時間です！;さあソーサリーの歌を歌い~「怒れる鳥」を;注意して見てみてください。		76	038.jpg	A3G84					123
ARCHETYPE_MEADOWHINTTWO	The Archetype				草原は今、奇跡の時を迎えています。;~顔を上げ、不可能を可能にするのです。;~そうすれば黄金のトライゴンが;現れる~でしょう。									123
ARCHETYPE_SIDE_B	The Archetype	AdventureUI/tweetIconInfo			フム、さっきのクマ人に対する対処…;~興味深い。なるほど。		120	039.jpg	O3G9D					91
					いやいや、いいんですよ。ただあんな風に;対処~した人はいなかったのでね、;興味深かったん~です。気にしないでください。									120
					とにかく、続きをどうぞ。;まだまだ冒険は~続きますからね。;特に B面では。									110
ARCHETYPE_GOLDTRIGONHINTONE	The Archetype				黄金のトライゴンを従えるには、;３種の歌を~攻略せねばなりません。;攻撃と防御を巧みに~切り替えるのです。									126
					盾ボタンは極力常時押しておくように;~してください。力を回復するためにね。									123
					黄金のトライゴンを召喚して従えようと;奮戦~しているようですね？;いくつか有用な情報を~お知らせしましょうか。									126
ARCHETYPE_GOLDTRIGONHINTTWO	The Archetype				黄金のトライゴンが何か飛ばしてきたら;剣で~迎撃です。それから、レーザーはとにかく;~タイミングを見極めて避けてください。		83	040.jpg	34E01 					126
					黄金のトライゴンの思考は予測不能。;~それゆえにこれまで幾多の者たちが;~命を落としていきました。;~粘り強さと勇気が足りなかったんでしょう。									129
ARCHETYPE_GOLDTRIGONHINTTHREE	The Archetype				黄金のトライゴンは、;召喚したら従えるしか~ありません。									56
					３番目の歌は、飛んでくる三角の欠片を;~剣で打ち落とし、時折撃たれるレーザーを;~避けなければなりません。									117
					２番目の歌は、あちらの動きをよく観察して;~レーザーを避けてください。;~タイミングが命です。									122
					最初の歌では、とにかくエネルギーボールを;~剣で打ち返してください。									76
ARCHETYPE_BRIGHTTRIGONHINTONE	The Archetype				そう、明月のトライゴンの攻撃は;空から~降ってきます。これを避けるには、;ギリギリの~タイミングで;盾ボタンをタッチしてください。		144	041.jpg	84E11					127
ARCHETYPE_BRIGHTTRIGONHINTTWO	The Archetype				明月のトライゴンの最後の歌では、;~飛んでくる三角の欠片を剣で打ち落とし、;~時折撃たれるレーザーを;避けなければ~なりません。									119
ARCHETYPE_DARKTRIGONHINTONE	The Archetype				暗月のトライゴンが放ってくる強烈な虹は…;~食らいましたか？アレが来たら、;~全力かつ全速で斬り裂いてください。									126
ARCHETYPE_DARKTRIGONHINTTWO	The Archetype				暗月のトライゴンは３番目の歌で;見えにくい~三角の欠片を飛ばしてきます。;~見落とさないよう全部撃ち落としてください。									115
ARCHETYPE_MEGATOMEOUTRO	The Archetype	AdventureUI/tweetIconBabelBook			ミンギ・トウの底に眠っていた不死の亡霊を;~起こしてしまったようですね…ご愁傷様です…									95
					そのせいで止むことのない嵐が周囲を覆い、;~あの小屋に住んでいる人たちも;悲しんで~います。何の罪もないのに。;~実に不幸なことです。									115
			adventureUI/megatomeItem		ともあれ、あなたは絶世の大書を;手に~しました。次のセッションでは、;この書の~不思議な使い道について;取り上げましょうか。									125
					私どもの研究によると、「スキムス」の;~伝承詩的精神宇宙性に長時間接していると;~好ましからざる副作用が生じることが;~分かっています。									120
					これで初セッションは終わったことですし、;~少し休憩しましょうか。セッションII の;~用意ができたら声をかけてください。;~私はいつだってここにいますから。									
ARCHETYPE_GOLDMASTERINTRO	The Archetype	AdventureUI/tweetIconBabelBook												1
					やあ、またお会いできましたね。;~セッションII を始める準備は;~よろしいでしょうか？									76
			adventureUI/megatomeItem		結構。;ええと…前回はどこまで…ああそうだ、;~絶世の大書を手に入れたところでしたね。;									96
					あなたが起こしてしまった不死の亡霊は;~相変わらずミンギ・トウの奥底に;潜んで~いるようです。恐ろしいですねー。		204	042.jpg	24B2J					104
					今は苦難の時。止むことのない嵐が;空を覆い~つくし、あの小屋に住む善良な人々も;深く~悲しんでいます。									122
					この嵐を止めるには、;超能力的なことや~未確認的な生物、;または奇跡的な事態が~必要です。									92
			adventureUI/megatomeItem		1. 絶世の大書はソーサラーが触れない限り;~開きません。この書の中には、命あるものが;~思い浮かべた思考がそのまま記録されている;~だけでなく、ある秘伝の教えも記されてます。									127
			gourd/gourd		2. 不思議な森の精 - ソーサリーの源は;~池や森、草原などで眠りについています。;~こだまの泡が目印になるでしょう。									120
			triangle/Triangle		3. 宇宙の姿を象徴する存在である;黄金の~トライゴンを召喚し、従えた;ソーサラーは;奇跡を起こす力を;手に入れると~言われています。									128
					ちょっと急ぎ足すぎましたか？;大丈夫、~何事も冷静に、;そして前進あるのみです。		210	043.jpg	A4C31					42
ARCHETYPE_GOLDMASTEROUTRO	The Archetype		triangle/Triangle		ブラボー！宇宙の姿を象徴する存在、;~黄金のトライゴンをついに従えましたね。		86	044.jpg	24E4H					75
					嵐も去り、再び眩しい太陽の光が;差して~います。奇跡的な事態ですね。;~いい意味でヤバイです。									115
					偉業と呼ぶにふさわしいことです。;それも~これもあなたの洞察力と直感力、;そして~忍耐力の賜物。;これ以上ない成果です。									123
					注意：以降の「スキムス」実験においても、;~先述にある１～３の資質が試され、;評価される~機会があることをあらかじめ;ご了承ください。									123
					ともあれ、また休憩としましょうか。;~もちろん、私はいつでもここにいますよ。									129
ARCHETYPE_TRIFECTAINTRO	The Archetype													0
					さあ、セッションIII のはじまりです。;~注意：このセッションは通常、終了までに;~太陰暦換算で１ヶ月かかります。									89
			triangle/Triangle		ええと、黄金のトライゴンを従えて、;~奇跡の力で嵐を追い払ったところでしたね？;~お見事でした。									85
			adventureUI/megatomeItem		分からなくなったら、とにかく絶世の大書を;~あたってみてください。									77
					不死の亡霊は未だミンギ・トウの奥底で;~うごめいています。									66
			Archetype/trifecta		宇宙の姿を象徴する存在、;~トライゴン・トライフェクタを;思い浮かべて~ください。									52
			MoonCrescent/moonCrescent		そして、月の満ち欠けに気をつけてください。		118	045.jpg	Y4E5Q					30
					私どもの研究によると、;~ソーシャルネットワークサポートは;~「スキムス」の結果に対して極めて;重要な~役割を果たすとの調べが出ています。									123
					またこれ以降は、あなたからの入力に;こちら~から積極的には干渉しなくなりますので;ご承知~のほどを。									81
ARCHETYPE_TRIFECTAOUTRO	The Archetype		Archetype/trifecta		残りのトライゴンも従えて、;トライフェクタ~を完成させたようですね？		165	046.jpg	P4B6A					74
			Archetype/trifecta		やはりあなたは特別だ。;~私がこんなに愛しているのも当然ですね。									57
					スキタイのムスメをミンギ・トウの頂上で;~犠牲にするとは。勇気と大局観を持つ者にしか;~下せない決断です。									76
					あなたには;大きな借りができて~しまいましたね。									25
					後は、あの満身創痍のスキタイのムスメを;~頂上まで連れて行き、;無限の渦を見守るだけ~です。									108
					さあしっかり、あとひと息です。									29
ARCHETYPE_GHOULINTRO	The Archetype													0
					さて、来ましたね。これから始まる治療;~セッションはごくごく短いものになります。;~今回をもって「スキムス」治療セッションは;~終了となります。									70
					スキタイのムスメが抱える使命も、;まもなく~果たされようとしています。									53
					残念ながら、ソーサリーを使ったことで;~スキタイのムスメの心身は;ひどく衰えて~きています。;~最期の時も、そう遠くないでしょう。		162	047.jpg	J4F7B					113
			Archetype/trifecta		残る仕事は、トライゴンの森の秘密を;解き~明かし、ミンギ・トウの頂上で;絶世の大書を~無限の渦に還すだけです。									123
					かの者が命を捧げる苦痛の瞬間を;見届ける覚悟~ができたら、;プレイボタンを押してください。									77
END	The Scythian				ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。									99
END_CHEAT	The Scythian				ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど									106
END_CHEAT_NOBOOR	The Scythian				ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど　#クマズリー不在だけど									
END_CHEAT_PSYCHO	The Scythian				ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど #凶気									114
END_CHEAT_LOVE	The Scythian				ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど #博愛		202	048.jpg	D4A81					112
END_MOONGROTTO_PSYCHO	The Scythian				ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #月の洞穴 #凶気		180	049.jpg	74D9P					119
END_MOONGROTTO_LOVE	The Scythian				ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #月の洞穴 #博愛		176	050.jpg	Y5F0P					117
END_HONEST_PSYCHO	The Scythian				ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #マジメ　#凶気		179	051.jpg	M5C1H					115
END_HONEST_LOVE	The Scythian				ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #マジメ #博愛		177	052.jpg	55E2B					113
END_HONEST_NOBOOR	The Scythian				ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これで悠久の平和が訪れた。 #クマズリー不在だけど #マジメ		178	053.jpg	75G3V					
GIRL_GHOULTHOUGHTS	Girl				あのスキタイのムスメ、ソーサリーの力で;~ゴゴリチク・マスの動きを止められること;~知ってるのかしら。;知らないんでしょうね、~きっと。									120
					あのスキタイのムスメ、;行き先をタッチした~ままにすると;ガシガシ早く歩けるって~知ってるかしら？;知らないとマズイわ。									127
					ここは…？一体何が…？;夢の中の森で~彷徨っていたら;不気味なピンク色の光が~見えて、;それから…？									117
LOGFELLA_GHOULTHOUGHTS	Logfella				スキタイのムスメは;まだ果たすべき使命が~どうの、ミンギ・トウの;頂上で無限の渦へ~の扉を開いてどうのと;話をしている。									112
					しばらく前にあのスキタイのムスメが;~現れてからというもの、;どうも色々おかしく~なっちまった。									87
LOGFELLA_GHOUL	The Scythian				恐ろしく深い眠りから覚めると、;~そこはトライゴンの森だった。;横にはなぜか~丸太さんがいる。		88	054.jpg	J5D44					130
					丸太さんは、昨夜の晩、オトメちゃんが;~いなくなってしまった時のことを話した。									65
					どうも丸太さんも、私の旅が終わりに;近づき~つつあり、そのためにはミンギ・トウに;赴く~必要があることを知っているようだった。									106
LOGFELLA_TRIGONGROVETIPS	The Scythian				丸太さんは、トライゴンの森を;見たことが~なかったらしく、;不思議そうに辺りを~見回していた。									113
LOGFELLA_TRIFECTATIPS	The Scythian				丸太さんは、オトメちゃんがいなくなって;~しまったことでひどく苦しんでいた。									83
					私は丸太さんに、オトメちゃんの居場所は;~何となく分かるから任せて、;少し待って~ほしい、と伝えた。									80
					丸太さんは近くの台座に目をやり、;~まだ終わってもいないのに;「この恩は」とか~「君のことは忘れない」;などと言った。									90
URSULA_AVATAR			Ursula/idleSEhandsonhip											0
DOG_AVATAR			AdventureUI/dudeDogfellaIdle1											0
AMPHITHEATRE_LEFT	The Scythian	AdventureUI/tweetIconInfo			ここにいる２人が、;このワケワカラン世界を~創りだしたらしい。		159	055.jpg	A5G55					71
AMPHITHEATRE_RIGHT	The Scythian	AdventureUI/tweetIconInfo			２人は、自分たちがこのワケワカラン世界の;~創造者だと言った。		159	055.jpg	A5G55					70
GOURD_MOUNTAINMEADOW	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		緑豊かな草原で、眠り続けていた;森の精を~目覚めさせた。;あと、草原では８頭のヒツジが;~草を食んでいた…まあ、どうでもいいが。		52	056.jpg	15B63					113
GOURD_CABIN	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		清らかな水がゆらめく池のほとりで、;~ソーサリーの歌を歌って;森の精を~目覚めさせた。		50	057.jpg	G5F78					119
GOURD_UPSLOPEWOODSONE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		雨に濡れた３羽のツグミに見守られながら、;~奇妙な形の巣箱で森の精を目覚めさせた。									105
GOURD_UPSLOPEWOODSTWO	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		丸太橋のかかる川と;８本の巨木がそびえる~場所で、;森の精を目覚めさせた。									113
GOURD_UPSLOPEWOODSFOUR	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		危難の崖の近く、;忌まわしき虹が２本かかる~場所で;森の精を目覚めさせた。									109
GOURD_WATERFALLS	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		月の光が最も暗い夜、;５つの滝に囲まれた~場所で;森の精を目覚めさせた。									93
GOURD_MOUNTAINTOP	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		月の光が最も暗い夜、低木が茂る岩場で;~森の精を目覚めさせた。									89
GOURD_SECRET2_STONESHELTER	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		明月のそびえ立つ夜に、たまたま居合わせた;~ジム・ガスリーの前で森の精を目覚めさせた。		132	058.jpg	G5F8U					116
GOURD_MOUNTAINLAKESHORE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		明月のそびえ立つ夜に、大パニックの;~お母さんアヒルがうろつく池のほとりで;~森の精を目覚めさせた。									122
GOURD_LAKESHOREBUNNYSTRAIGHTAWAY	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		明月のそびえ立つ夜に、水面に映る景色が;少しだけおかしくなる池で;森の精を~目覚めさせた。		127	059.jpg	65D98					114
GOURD_LAKESHORELAKE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		明月のそびえ立つ夜に、;３羽のフクロウが並ぶ~森の池で;森の精を目覚めさせた。									106
GOURD_PINKCOLLECTED	The Scythian	AdventureUI/tweetIconGourd	Archetype/trifecta		もしかしたら今が奇跡の時間かもしれない、;~と思った。 #奇跡									87
GOURD_MOUNTAINSIDE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		月の光が最も暗い夜、;３本の小さな滝が流れる~場所で;森の精を目覚めさせた。									88
GOURD_SECRET1_FOOTOFMOUNTAIN	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		月の光が最も暗い夜、;丸い若木が４本~生えている場所で;森の精を目覚めさせた。									111
GOURD_BRISKLYWALKING	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		月の光が最も暗い夜、;池の「あちら側」で~森の精を目覚めさせた。									97
GOURD_HUGETREE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd		明月のそびえ立つ夜に、;巨大樹の根本で~森の精を目覚めさせた。									91
GOURD_BLUECOLLECTED	The Scythian	AdventureUI/tweetIconGourd	Archetype/trifecta		もしかしたら今が奇跡の時間かもしれない、;~と思った。だとしたら、どこで…？ #奇跡		77	060.jpg	86D06					98
GCLUE_MOUNTAINMEADOW	Dogfella	AdventureUI/tweetIconGourd			ワン ワン ワン ワン ワン！ #吠えてる		135	061.jpg	M6F1I					39
					ワン ワン ワン！ #ちょっと吠えてみた									28
					時には私だって;吠え続けるのに辟易とする~こともある。;だが私は犬だ。犬である以上、;~すべきことはきちんとする…そういうことさ。									115
					ワン！クンクン…ワン！#チョット変化つけてみた									28
					ワン ワン ワン ワン ワン ワン！									30
GCLUE_UPSLOPEWOODSONE	Girl	AdventureUI/tweetIconGourd			あのスキタイのムスメ、;やっぱりしぐさが~少し変。;まるで見えない力に操られている~ような…。									121
					あのスキタイのムスメの生い立ちとか経緯とか;~知ってたらなあ、って思う。;そうしたら~色んな事が納得いきそうだもの。									124
GCLUE_UPSLOPEWOODSTWO	Logfella	AdventureUI/tweetIconGourd			あのスキタイのムスメ、;ちゃんと森の精の~アレを;やってくれてるといいけど…。									75
					この嵐、相当堪えるなあ。;ゲームでもあれば…~とか思っちゃうよ。									122
GCLUE_UPSLOPEWOODSFOUR	Girl	AdventureUI/tweetIconGourd			あのスキタイのムスメが来てから、;何もかも~おかしくなっちゃった。		3	062.jpg	36E2Z					69
GCLUE_YELLOWCOLLECTED	Girl	AdventureUI/tweetIconGourd			この嵐、本当にキツいなあ。;気持ちがずいぶん~落ち込んできちゃった。									80
					雨が弱まって、空も明るくなってきた…？;~もしかして奇跡の時？;そうだといいな…~私、奇跡大好き。									124
					え…何これ？;草原のヒツジが怖がって~来ちゃったの？;あっちで何が…~まさか黄金のトライゴン？									128
GCLUE_MOUNTAINTOP	Dogfella	AdventureUI/tweetIconGourd			ワン ワン ワン！									16
					暗すぎて何も見えない時がたまにあるのだが、;~そんな時は「何か」を食べてみるんだ。;~そうすると、そこに存在しないものが;見えて~きたりするんだ。すごいだろ？									107
					ワン ワン ワン ワン ワン！									25
GCLUE_SECRET2_STONESHELTER	Logfella	AdventureUI/tweetIconGourd			頭の中に歌が流れる…幸せなのに悲しい歌だ。;~心は畏れで埋まるのに、;なぜか美しいと~思ってしまう。									104
GCLUE_MOUNTAINLAKESHORE	Dogfella	AdventureUI/tweetIconGourd			君は殉死はしまいと奮闘しているようだが、;~誰も時間からは逃げられない。絶対にだ。;~これだけは覚えておいてくれ。									112
					ワン ワン ワン！クンクン…									22
GCLUE_LAKESHOREBUNNYSTRAIGHTAWAY	Dogfella	AdventureUI/tweetIconGourd			名前の分からないものだってもちろんあるさ。;~だが学ぶことはできる。そうだろう？									63
					世界には２種類の「未知」がある。;~すなわち、既知の未知と未知の未知だ。		32	063.jpg	L6E31					76
					ワン ワン ワン！									16
GCLUE_LAKESHORELAKE	Logfella	AdventureUI/tweetIconGourd			俺の丸太にはいろんな秘密が;詰まって~いるんだ…森の精のこと、;アリエン島のこと。;~残念ながら俺は丸太語がしゃべれないが。									121
					俺の経験上、;フクロウは見かけとは~違う…時がある。;~大概はただのフクロウなんだけどな。		126	064.jpg	86A47					111
GCLUE_PINKCOLLECTED	The Archetype	AdventureUI/tweetIconGourd			明月の輝くときに現れるアリエン島の話、;~聞いたことありますか？;聞いたとしたら~一体どこで？;やはりインターネットですか？		134	065.jpg	H6A5I					127
					今まであなたの行動をじっと見守って;~きたのですがね、ひとつお伝えしておくと、;~ためらえばためらうほど喜びは減少しますよ。									128
					明月のトライゴン探索もあっという間に;~進んだようですね。;お見事です。									130
GCLUE_MOUNTAINSIDE	Girl	AdventureUI/tweetIconGourd			森の精って、大地の子どもなのかしら？;~それとも無限の渦からやって来たの？									100
					正直言って私、森の精ってコワいのよね。;~てか何なのあれ！？どこから来たわけ？									106
GCLUE_SECRET1_FOOTOFMOUNTAIN	Dogfella	AdventureUI/tweetIconGourd			すべての森の精を空に還したのであれば、;次は~奇跡の時を呼ばねば。;巨大樹を探しなさい。									106
					君が私が知っていることを;私が知っている~ことは私も知っているよ。;~そして、それは１００%正しい。		109	066.jpg	F6D6H					77
					ワン ワン ワン！クンクン…ワン ワン ワン！									36
GCLUE_BRISKLYWALKING	Dogfella	AdventureUI/tweetIconGourd			我々に安息の時が訪れるのは、;この果たすべき~使命を終えた時だけだよ。									74
					トライゴンの森の秘密を知りたいのであれば、;~トライゴン・トライフェクタを完成させる;~ことだ。それ以外に知るすべはないからね。									86
					ミンギ・トウの頂上を目指すんだ。;無限の渦が~君を待っている。									60
					ワン ワン ワン！									15
GCLUE_WATERFALLS	Girl				言葉って騒音に聞こえるときもあるけど、;~騒音がすごくキュートな音に聞こえることも;~あるのよね。知ってた？		132	058.jpg	G5F8U					111
GCLUE_HUGETREE	Logfella	AdventureUI/tweetIconGourd			コーカサスの山の民たちの間では、;ヘンな~ことわざが;たくさん伝承されてきている。									83
					「炎には森が必要なように、;森も炎を~必要としている」。;~これもコーカサスに伝わることわざだ。~									97
YELLOWTRIGON_COLLECTED	The Scythian				黄金のトライゴンを手に入れた。;~私、めっさスゴイ。		85	067.jpg	36G7U					42
PINKTRIGON_COLLECTED	The Scythian				最初は無理かとも思った。~だが、;明月のトライゴンを手に入れることが~できた。		155	068.jpg	56F8U					47
BLUETRIGON_COLLECTED	The Scythian				幾多の困難を乗り越え、;ついに暗月の~トライゴンを手に入れた。		112	069.jpg	T6G94					47
GCLUE_BLUECOLLECTED	Girl	AdventureUI/tweetIconGourd			暗月の精たちが空に還されたみたいね。;~また奇跡の時かしら。私奇跡って大好き。									115
JIM_HINT1_OFF	The Scythian				静かな森を奥まで進むと、;パチパチと燃える~焚き火の横に;謎のミュージシャンが座って~いた。									91
JIM_PINKDAWN	The Scythian				静かな森を奥まで進むと、;パチパチと燃える~焚き火の横に謎の男が;座っていた。 #jimguthrie									95
JIM_BRIGHTMOON	The Scythian				明月のそびえ立つ夜、;パチパチと燃える~焚き火の横で;謎のミュージシャンと出会った。;~ジム・ガスリーというらしい。 #サントラリミックスアルバム絶賛発売中♡		128	070.jpg	07G00					125
JIM_POSTSWORCERY	The Scythian				謎のミュージシャンのジムは;私がソーサリーを~使うのを見ていた。;結構気に入ったみたいだ。									103
JIM_POSTGOURD	The Scythian				謎のミュージシャンのジムは、;~よければ歌を披露しよう、と申し出てきた。									124
					ジムに、焚き火の横に座るよう促された。									42
JIM_POSTSONG	The Scythian				ジムは邪悪な思想もドラゴンのひと咬みも、;~否定しては駄目だと言った。									101
			Archetype/trifecta		彼によると、今から２週間後、;湖のあちら側~でロックフェスが;開催されるのだという。									103
JIM_LOGFELLATHOUGHTS	Logfella				不思議と懐かしい感じがする…;どこで聞いた~曲だろうか？ #1000songs									71
					何だ？不思議な感じの曲が突然頭の中で;響き~始めたぞ。 #andwegotolder									77
LOGFELLA_JIMTHOUGHTS	Logfella				この曲、もうずっと頭の中で流れてる…;~短いメロディーが繰り返され続けてる。;~これは一体なんなんだ？									125
ARCHETYPE_OTHERSIDEOFLAKE	The Archetype				境界域を安全に超えて戻ってくる方法は;~簡単です。見覚えのある場所で、;~暖炉のぬくもりを求めるのです。									120
					意識さえはっきりと保てれば、;共に創造する~こともできるでしょう。;~争い、抗い、呪う必要はないのです。									130
					夢のなかで意識を保つことに成功すると、;~自分自身の思い描く自己像を見ることが;~できます。ですが夢に入るということは;~夢に飲まれるということでもあります。									129
					何度訪れた夢であっても、いつもどこかに~;新しい発見や「意味ありげなつながり」が;~見つかるものです…;~あなたに信じる力があれば、ですがね。									124
GIRL_MOONGROTTOCOMMENT	Girl				もしかして、;宇宙が一拍はずして何もかもが;~ちょっとずつズレタんじゃ…ないかな。									105
LOGFELLA_MOONGROTTOCOMMENT	Logfella				０から１までの道のりは果てしなく遠い~;～宇宙人からのハローは暗号化された;~ステレオサウンド～……って何だこれ？#EvilThoughts									105
GIRL_HUGETREETHOUGHTS	Girl				もちろん、女神大樹の夢だなんて;他の人には~言わないわよ。そんなことしたら;ヒッピーとか~呼ばれちゃうもの。									122
					私だけの特別な場所には、内側が空洞になった;~巨大樹があるの。その樹は、人類なんかより;~はるかに昔から存在する女神なのよ。									127
					私が夢歩きするところには、;来たら絶対に行く~特別な場所があるの。;世界の中心にある、;~樹々の議会が開かれる場所なのよ。									111
LOGFELLA_HUGETREETHOUGHTS	Logfella				同じ樹でも、様々な天気の下で見るのって…;~いいんだぜ。俺はただそこに立ち尽くして;耳を~澄ませるんだ。;無心になったり、考え事したり~しながら。									130
					俺はあんまり長く夢歩きしないが、;行ったら~必ず同じ場所をめぐって;何か変わってないか~確認するね。									123
MIRACLE1_MOUNTAINMEADOW	The Scythian				奇跡の力で嵐を消し去った。景色は一変し、;~草原は陽の光に照らされている。									110
MIRACLE1_YELLOWTRIGONCOLLECTED	The Scythian				頭が混乱していた。凄まじい頭痛がした。;~草原のあちこちが陽の光に照らされていた。									100
LOGFELLA_YELLOWTRIGONCOLLECTED	The Scythian				恐ろしく深い眠りから覚め、;意識がもうろうと~していた。;何が起きたかもよく思い出せず~にいた。									89
			triangle/Triangle		そうだ、草原で奇跡を起こし、;~黄金のトライゴンと遭遇したのだった…。									86
			triangle/Triangle		…あれで一体どんな力が手に入ったのだろう？									40
			triangle/Triangle		丸太さんにどんな戦闘だったかを話した。;~彼は猛烈に興奮していた		81	071.jpg	R7C14					124
