id	user	icon	portrait	Italian	Japanese	Final Notes	pic	Filenames	Codes
			adventureUI/megatomeItem	Raccontammo al Signor Ceppo cosa sospettavamo che significassero i segni esoterici contenuti nel Grantomo.					
			gourd/gourd	Avevamo il presentimento di dover evocare solo alcuni folletti silvani in più per calmare la tempesta.			104	033.jpg	W3D3G
			triangle/Triangle	Con un pacato sussurro parlammo della nostra intenzione di individuare & domare una manifestazione della geometria cosmica nota come Il Trigon d'Oro.					
				Era al 100% chiaro che il taglialegna noto come Signor Ceppo avesse smesso di prestare attenzione.					
			AdventureUI/keyItem	Pensammo semplicemente di poterci tenere la chiave & andare a fare una passeggiata sull'antica strada al di là del muro di pietra.					
LOGFELLA_FOUNDKEYWAKEUP	The Scythian		AdventureUI/keyItem	Chiedemmo al taglialegna se fosse d'accordo che ci tenessimo la chiave & lui disse che era del tutto ok.					
GIRL_FOUNDKEY	The Scythian			In un sentiero incontrammo la ragazza dai capelli corvini bagnata fradicia.					
			gourd/gourd	Aveva sentito le dolci spume sonore dei folletti silvani provenire da oltre il muro di pietra sull'antica strada per il Mingi Taw.					
			gourd/gourd	Ci disse di imponenti tronchi d'albero posti su entrambi i lati di un possente fiume.					
			gourd/gourd	Ci disse di flebili arcobaleni visti al limite del Precipizio Periglioso.					
			adventureUI/megatomeItem	... quindi divenne sempre più timorosa & ci consigliò di consultare il Grantomo se ci fossimo sentiti persi o confusi.					
LOGFELLA_FOUNDKEYTHOUGHTS	Logfella			Mi fa stare del tutto tranquillo sapere che La Scita si sia tenuta la chiave, se ciò significa che riuscirà a calmare la tempesta.					
				Devo essermi appisolato ad un certo punto durante il racconto super epico della Scita. Tollero davvero a fatica le leggende popolari.					
				Ho domandato a bruciapelo alla Scita del suo ingrato compito... ha iniziato a parlare delle steppe & del dito di Dio.					
GIRL_FOUNDKEYTHOUGHTS	Girl			Mandare al cielo uno o due folletti silvani in più calmerà la tempesta senza fine... ed allora sarà tempo di miracoli! #miracoli			129	034.jpg	33A44
GIRL_SUPERMOTHERTREE	Girl			Quando la luna splende con più forza c'è una calma inquietante mentre vago nei sogni... & quando la luna è più cupa il bosco si scatena.					
				Nel sogno i posti & i luoghi sono sempre gli stessi eccetto quando esso muta a seconda dell'umore della luna.					
				Tutte le notti, da quando si è sollevata la tempesta, ho fatto lo stesso sogno in cui vago nel bosco un'ora prima dell'alba.					
ARCHETYPE_TREEHINT	The Archetype			Ricorda che ingerire i funghi della foresta può darti una certa visione distorta sui fenomeni criptozoologici & similia.					
				Và in cerca delle spume sonore dei folletti silvani & investiga le zone a loro circostanti.					
				Una volta che hai iniziato un inno della Spadomanzia puoi toccare con quanta più delicatezza possibile il bordo dello schermo per guardare attorno (od usare i tasti freccia.)					
ARCHETYPE_MUSHROOMHINT	The Archetype			È stato affermato che i funghi allucinogeni abbiano giocato un ruolo significativo nello sviluppo della psiche umana.					
				Dei reperti archeologici mostrano come l'uso sciamanico dei funghi per le comunità religiose, per la divinazione & per la guarigione sia piuttosto antico.					
				Fisiologicamente potresti avvertire una sensazione di benessere & un'accentuazione delle percezioni, un dissiparsi dello stress & mancanza di appetito.					
				I funghi della foresta possono dare una certa visione distorta sulla posizione precisa di un folletto silvano & sui loro fattori scatenanti peculiari.			60	035.jpg	53A5Y
ARCHETYPE_TRIGONGROVE	The Archetype			Riesci a sentirlo? Cominci a capire? Adesso i segni esoterici & le forme all'interno del Grantomo non acquistano un nuovo significato?					
				Questo raggio fa da ponte tra il mondo dei vivi & il mondo dei morti, quindi, durante i tuoi viaggi, potresti trovare uno spirito o due con cui parlare.					
				Sono stato appena informato del fatto che hai attivato nel Trigonbosco il primo raggio verso il cielo.					
GIRL_CABINSHEEP	The Scythian			Domandammo alla ragazza cos'era accaduto alle inutili pecore che giravano fuori dalla baita & ci disse che poco prima si erano spaventate.					
			gourd/gourd	Raccontammo alla ragazza che avevamo mandato cinque folletti silvani al cielo & lei ci disse che forse il tempo dei miracoli era prossimo.					
				Pensammo che forse avremmo dovuto recarci ad investigare il prato dove stavano le pecore fino a poco fa.					
LOGFELLA_CABINSHEEP	The Scythian			Il Signor Ceppo aveva la sensazione che fosse giunto il tempo dei miracoli & immaginava che qualcosa di meraviglioso stesse per accadere.			79	036.jpg	V3G62
GIRL_CABINSHEEPTHOUGHTS	Girl			Ma che... la pioggia si è fermata! Che la tempesta stia per andarsene? Lo spero davvero.					
				Tutta 'sta cosa della tempesta mi sta proprio buttando giù. è stata così cupa.					
LOGFELLA_CABINSHEEPTHOUGHTS	Logfella			Hmm... Mi sta venendo l'ansia... sta proprio succedendo qualcosa... che la tempesta stia per andarsene?					
				Sai, tutte le volte che sento il bisogno di ritrovare le mie forze me ne sto qui seduto davanti al focolare a riscaldarmi gli stivali.					
DOGFELLA_CABINSHEEPTHOUGHTS	Dogfella			Bau Bau Bau Bau Bau Bau Bau Bau. #eabbaioancora #miracoli			84	037.jpg	V3C7I
ARCHETYPE_MEADOWHINT	The Archetype			Quando il sole sarà allineato otterrai le miracolose abilità di ripiegatura del grande mago Al Jaffee.					
				Percepisci questa atmosfera insolita? è tempo di miracoli! Intona un Inno della Spadomanzia & guarda in alto verso i minacciosi uccelli adirati.			76	038.jpg	A3G84
ARCHETYPE_MEADOWHINTTWO	The Archetype			Guarda verso il cielo alla ricerca di qualche visione distorta sui meccanismi di questo miracolo nel prato & quindi osserva Il Trigon d'Oro.					
ARCHETYPE_SIDE_B	The Archetype	AdventureUI/tweetIconInfo		Hmm... è interessante il modo in cui hai gestito quello scontro col cannibale dalla testa d'orso.			120	039.jpg	O3G9D
				No no, va tutto bene, è solo interessante. Non ho mai visto nessuno fare ciò che hai fatto. è eccezionale, ma non allarmarti.					
				Ok, va avanti. Devi goderti ancora così tanto dell'esperienza di S:S&S EP, in particolare nel Lato B.					
ARCHETYPE_GOLDTRIGONHINTONE	The Archetype			Per domare Il Trigon d'Oro devi imparare a sopravvivere ai tre movimenti del suo bizzarro inno usando una combinazione di attacco & difesa.					
				È assolutamente fondamentale che tocchi & tieni premuto il pulsante dello scudo per recuperare le forze perdute.					
				E così vedo che hai evocato & provato a domare Il Trigon d'Oro? Ho alcune cose da dirti che penso tu possa trovare utili.					
ARCHETYPE_GOLDTRIGONHINTTWO	The Archetype			Agita la spada contro il proiettile psionico del Trigone & aspetta l'occasione di evitare i suoi attacchi raggio.			83	040.jpg	3.4E+02
				La logica imperscrutabile & imprevedibile del Trigon d'Oro ha reclamato le anime di tutti coloro che giunsero in passato... non avevano abbastanza tenacia & coraggio.					
ARCHETYPE_GOLDTRIGONHINTTHREE	The Archetype			Il Trigon d'Oro deve essere domato, non ci sono alternative.					
				Nella terza fase devi agitare la spada verso i piccoli proiettili triangolari & evitare gli attacchi raggio.					
				Nella seconda fase devi aspettare gli attacchi raggio & premere il pulsante dello scudo per evitarli al momento giusto.					
				Nella prima fase devi agitare la spada per rimandare indietro la sfera di energia.					
ARCHETYPE_BRIGHTTRIGONHINTONE	The Archetype			Potresti aver notato come Il Trigone della Luna Splendente colpisca con attacchi mortali dall'alto... aspetta quindi il momento giusto & tocca il tuo scudo per evitarli.			144	041.jpg	8.4E+12
ARCHETYPE_BRIGHTTRIGONHINTTWO	The Archetype			Nella fase finale del Trigone della Luna Splendente dovrai agitare la tua spada verso i proiettili & evitare gli attacchi raggio intensi.					
ARCHETYPE_DARKTRIGONHINTONE	The Archetype			Potresti esserti scontrato contro il colpo del detestabile arcobaleno del Trigone della Luna Cupa - colpisci di taglio quell'arcobaleno con quanta più forza & velocità hai.					
ARCHETYPE_DARKTRIGONHINTTWO	The Archetype			L'ultima fase del Trigone della Luna Cupa comprende proiettili triangolari nascosti ed impercettibili - distruggili & riuscirai a sopravvivere.					
ARCHETYPE_MEGATOMEOUTRO	The Archetype	AdventureUI/tweetIconBabelBook		E così hai risvegliato lo spettro immortale che dormiva nell'oscurità al di sotto del Mingi Taw - Accidenti!					
				Di conseguenza, incombe una tempesta sinistra & le splendide persone che vivono nella baita di pietra sono abbastanza affrante.					
			adventureUI/megatomeItem	Il risultato è che tu hai ottenuto il gravoso libro noto come il Grantomo - nella nostra prossima sessione discuteremo il suo strano  scopo.					
				La nostra ricerca mostra come una prolungata esposizione alla psicocosmologia mitopoietica di S:S&S EP può avere effetti collaterali indesiderati.					
				E così ora che hai completato la sessione I perchÉ non facciamo una breve pausa? Mi troverai proprio qui quando sarai pronto per la sessione II.					
ARCHETYPE_GOLDMASTERINTRO	The Archetype	AdventureUI/tweetIconBabelBook							
				È bello rivederti! Sei pronto per iniziare la sessione II di S:S&S EP?					
			adventureUI/megatomeItem	Ok, allora, dove eravamo? Oh giusto, ora ricordo. Hai ottenuto un gravoso libro noto come Il Grantomo.					
				Hai risvegliato lo spettro immortale che ancora si aggira nelle tenebre al di sotto del Mingi Taw. è stato spaventoso, dico bene?			204	042.jpg	24B2J
				È un periodo di sventure - una tempesta sinistra ha oscurato i cieli & le splendide persone che vivono nella baita sono avvilite.					
				Mettere a tacere la tempesta richiederà una certa familiarità con la psionica, la criptozoologia & i miracoli...					
			adventureUI/megatomeItem	1. Il tocco di uno spadomante rimuoverà il sigillo del Grantomo, svelando i pensieri celati delle creature viventi & altro materiale esoterico.					
			gourd/gourd	2. Strani folletti silvani - sorgenti della spadomanzia - sonnecchiano in laghetti, boschi & prati. Cerca le loro delicate spume sonore.					
			triangle/Triangle	3. Uno spadomante che può localizzare, evocare & domare il Trigon d'Oro possiederà l'abilità di fare miracoli.					
				Confuso? Eccellente. Mantieni la calma & và avanti.			210	043.jpg	A4C31
ARCHETYPE_GOLDMASTEROUTRO	The Archetype		triangle/Triangle	Bravo! Hai individuato & sottomesso la geometria cosmica del Trigon d'Oro.			86	044.jpg	24E4H
				Come per miracolo la sinistra tempesta si è calmata & la gloriosa luce del sole è tornata sul regno, ciò è del tutto grandioso.					
				Questi gesti eroici dimostrano la tua percettività, il tuo intuito & la tua perseveranza - sei andato oltremodo bene finora.					
				Nota: se scegli di continuare l'esperimento di S:S&S EP, le qualità sopra menzionate verranno messe alla prova & valutate.					
				Ad ogni modo, prendiamoci un'altra piccola pausa, va bene? Come al solito, sarò qui quando sarai pronto ad iniziare la sessione III.					
ARCHETYPE_TRIFECTAINTRO	The Archetype								
				Iniziamo la sessione III. Nota: In genere, completare questa sessione, richiede un mese lunare.					
			triangle/Triangle	Così hai domato il Trigon d'Oro & la tempesta si è miracolosamente calmata? Per questo, hai i miei complimenti.					
			adventureUI/megatomeItem	Consultare il Grantomo & studiarne i meccanismi potrebbe renderti confuso o disorientato.					
				Uno spettro immortale si aggira ancora nelle tenebre al di sotto del Mingi Taw.					
			Archetype/trifecta	Esamina la geometria cosmica della Trigon Tripletta.					
			MoonCrescent/moonCrescent	Osserva l'umore della luna.			118	045.jpg	Y4E5Q
				La nostra ricerca dimostra come il supporto dei social networks potrebbe giocare un ruolo importante nella riuscita di questa fase dell'esperimento di S:S&S EP.					
				Ti informiamo che da qui in avanti monitoreremo ciò che farai in relativo silenzio.					
ARCHETYPE_TRIFECTAOUTRO	The Archetype		Archetype/trifecta	E così hai domato i due Trigoni rimanenti & riunito la Trigon Tripletta?			165	046.jpg	P4B6A
			Archetype/trifecta	Sei spleciale & è proprio per questo che ti amo così tanto.					
				È stato davvero audace & generoso offrire il martirio della Scita sulla sommità del Mingi Taw.					
				Sul serio, te ne dobbiamo una.					
				Tutto ciò che ti resta da fare è portare di forza La Scita sulla sommità del Mingi Taw & assistere al turbinio dell'infinito.					
				Fatti coraggio - la fine è vicina!					
ARCHETYPE_GHOULINTRO	The Archetype								
				Bene, eccoci qui. Questa breve sessione porrà fine alla terapia S:S&S EP.					
				Manca davvero poco alla conclusione del compito ingrato della Scita.					
				Purtroppo la forma corporea & la psiche della Scita sono state assai fiaccate dalla spadomanzia - è sulla soglia della morte.			162	047.jpg	J4F7B
			Archetype/trifecta	Tutto ciò che rimane da fare è svelare i segreti del Trigonbosco & inviare Il Grantomo nel turbinio dell'infinito sulla sommità del Mingi Taw.					
				Premi play se ti senti pronto ad assistere al tremendo tormento del martirio.					
END	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito.					
END_CHEAT	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #baro					
END_CHEAT_NOBOOR	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #baro #addioamarro					
END_CHEAT_PSYCHO	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #baro #folle					
END_CHEAT_LOVE	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #baro #amore			202	048.jpg	D4A81
END_MOONGROTTO_PSYCHO	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #grottadellaluna #folle			180	049.jpg	74D9P
END_MOONGROTTO_LOVE	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #grottadellaluna #amore			176	050.jpg	Y5F0P
END_HONEST_PSYCHO	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #onesto #folle			179	051.jpg	M5C1H
END_HONEST_LOVE	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #onesto #amore			177	052.jpg	55E2B
END_HONEST_NOBOOR	The Scythian			Sulla cima del Mingi Taw abbiamo inviato il Grantomo all'eterna sicurezza del turbinio dell'infinito. #onesto #addiotamarro			178	053.jpg	75G3V
GIRL_GHOULTHOUGHTS	Girl			Ma la Scita sa che è possibile fermare La Massa Gogolitica toccando il suo teschio con la Spadomanzia? Probabilmente no.					
				Spero davvero che La Scita sappia toccare & tenere premuto sul percorso che ha di fronte per muoversi muoversi super velocemente, sennò sarà nei pasticci.					
				Dove sono? Cos'è successo? L'ultima cosa che ricordo sono io che vago in un sogno, & poi un'angosciante luce rosa.					
LOGFELLA_GHOULTHOUGHTS	Logfella			La Scita continua a parlare del suo compito ingrato, ovvero aprire un portale verso l'infinito sulla sommità del Mingi Taw.					
				Dal momento in cui è apparsa la Scita, così tante lune fa, tutto è stato assolutamente folle.					
LOGFELLA_GHOUL	The Scythian			Ci risvegliammo storditi da un sonno molto profondo, per ritrovarci nei pressi del Trigonbosco con il taglialegna noto come Signor Ceppo al nostro fianco.			88	054.jpg	J5D44
				Il Signor Ceppo ci raccontò che la ragazza era sparita la notte prima.					
				Il taglialegna sapeva che la nostra fine era prossima & che avremmo dovuto far ritorno al Mingi Taw per completare il nostro compito ingrato.					
LOGFELLA_TRIGONGROVETIPS	The Scythian			Il taglialegna noto come Signor Ceppo non aveva mai visto prima il Trigonbosco & si chiese che mai succedesse lì.					
LOGFELLA_TRIFECTATIPS	The Scythian			Il taglialegna noto come Signor Ceppo era molto angosciato per la sparizione della ragazza.					
				Dicemmo al Signor Ceppo che immaginavamo dove poteva trovarsi & che presto avremmo messo a posto le cose.					
				Guardò la colonna lì vicino & ci ringraziò in anticipo per tutta la cosa del martirio.					
URSULA_AVATAR			Ursula/idleSEhandsonhip						
DOG_AVATAR			AdventureUI/dudeDogfellaIdle1						
AMPHITHEATRE_LEFT	The Scythian	AdventureUI/tweetIconInfo		Questi due tizi sostenevano di essere tra i creatori di questo bizzarro mondo.			159	055.jpg	A5G55
AMPHITHEATRE_RIGHT	The Scythian	AdventureUI/tweetIconInfo		I due burloni sostenevano di essere tra i creatori di questo bizzarro mondo.			159	055.jpg	A5G55
GOURD_MOUNTAINMEADOW	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Abbiamo appena risvegliato un folletto silvano dormiente dal ricco terreno di un prato con quattro coppie di inutili pecore.			52	056.jpg	15B63
GOURD_CABIN	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Intonammo un Inno della Spadomanzia & evocammo un folletto silvano dormiente dalle fresce acque di una pozza profonda - che strano!			50	057.jpg	G5F78
GOURD_UPSLOPEWOODSONE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Abbiamo appena risvegliato un folletto silvano che dormiva in un curioso nido artificiale circondato da tre fradici uccellini canterini.					
GOURD_UPSLOPEWOODSTWO	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Abbiamo appena risvegliato un folletto silvano che dormiva presso un imperturbabile ponte di legno dove quattro paia di alberi torreggiano su un fiume.					
GOURD_UPSLOPEWOODSFOUR	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Abbiamo appena risvegliato un folletto silvano che dormiva tra due detestabili arcobaleni su una sponda del Precipizio Periglioso.					
GOURD_WATERFALLS	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Regna La Luna Cupa & abbiamo appena risvegliato un folletto silvano che dormiva circondato da cinque cascate.					
GOURD_MOUNTAINTOP	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Regna La Luna Cupa & abbiamo appena risvegliato un folletto silvano dal sottobosco su una cima rocciosa.					
GOURD_SECRET2_STONESHELTER	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Si staglia la Luna Splendente & abbiamo appena risvegliato un folletto silvano in un boschetto nascosto in cui passava il tempo Jim Guthrie.			132	058.jpg	G5F8U
GOURD_MOUNTAINLAKESHORE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Si staglia la Luna Splendente & abbiamo appena risvegliato un folletto silvano dalle placide acque di un lago in cui mamma anatra stava dando di matto.					
GOURD_LAKESHOREBUNNYSTRAIGHTAWAY	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Si staglia la Luna Splendente & abbiamo appena risvegliato un folletto silvano ove il riflesso del lago era quanto più leggermente incongruo.			127	059.jpg	65D98
GOURD_LAKESHORELAKE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Si staglia la Luna Splendente & abbiamo appena risvegliato un folletto silvano che dormiva nel lago sotto una tripletta di gufi.					
GOURD_PINKCOLLECTED	The Scythian	AdventureUI/tweetIconGourd	Archetype/trifecta	Avemmo proprio la singolare sensazione che forse, ma forse fosse giunto il tempo dei miracoli. #miracles					
GOURD_MOUNTAINSIDE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Regna La Luna Cupa & abbiamo appena risvegliato un folletto silvano circondato da tre cascatelle.					
GOURD_SECRET1_FOOTOFMOUNTAIN	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Regna La Luna Cupa & abbiamo appena risvegliato un folletto silvano circondato da quattro piccoli alberelli tondeggianti nella parte più buia del bosco.					
GOURD_BRISKLYWALKING	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Regna La Luna Cupa & abbiamo appena risvegliato un folletto silvano nel sottobosco sulla sponda lontana del lago.					
GOURD_HUGETREE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Si staglia la Luna Splendente & abbiamo appena risvegliato un folletto silvano nascosto nelle radici di un albero colossale.					
GOURD_BLUECOLLECTED	The Scythian	AdventureUI/tweetIconGourd	Archetype/trifecta	Avemmo proprio la singolare sensazione che forse fosse giunto il tempo dei miracoli - & allora, 'sti miracoli? #miracoli			77	060.jpg	86D06
GCLUE_MOUNTAINMEADOW	Dogfella	AdventureUI/tweetIconGourd		Bau Bau Bau Bau Bau Bau. #abbaio			135	061.jpg	M6F1I
				Bau Bau Bau. #abbaiosoltanto					
				Talvolta mi pesa star sempre ad abbaiare ma ciò che deve fare un cane è ciò che deve fare un cane che fa il cane.					
				Bau Sniff Bau. #facciounmix					
				Bau Bau Bau Bau Bau Bau.					
GCLUE_UPSLOPEWOODSONE	Girl	AdventureUI/tweetIconGourd		Eppure c'è qualcosa di strano nel modo in cui si comportava La Scita, come se fosse controllata da una forza invisibile.					
				Vorrei quasi sapere di più su ciò che La Scita deve fare & sui retroscena della sua storia epica, perchÉ scommetto che darebbe un senso a tutto.					
GCLUE_UPSLOPEWOODSTWO	Logfella	AdventureUI/tweetIconGourd		Spero di certo che La Scita sappia cosa fare con tutta quella storia dei folletti silvani.					
				La tempesta mi sta proprio buttando giù, mi fa desiderare che i videogiochi esistessero in... qualsiasi tempo dovrebbe essere questo.					
GCLUE_UPSLOPEWOODSFOUR	Girl	AdventureUI/tweetIconGourd		Dal momento in cui è apparsa la Scita tutto è stato assolutamente folle.			3	062.jpg	36E2Z
GCLUE_YELLOWCOLLECTED	Girl	AdventureUI/tweetIconGourd		Tutta questa storia della tempesta mi sta proprio buttando giù. è stata così deprimente.					
				La pioggia ha iniziato a scemare & il cielo inizia a schiarirsi... è giunto il tempo dei miracoli? Lo spero davvero. Amo i miracoli.					
				Wow... ma che? Le pecore nel prato si sono spaventate... Mi chiedo cosa stia accadendo laggiù? Che sia... Il Trigon d'Oro?					
GCLUE_MOUNTAINTOP	Dogfella	AdventureUI/tweetIconGourd		Bau Bau Bau.					
				Talvolta quando per me è troppo buio per riuscire a scorgere qualcosa, mangio una cosina & vedo anche quello che non c'è.					
				Bau Bau Bau Bau Bau.					
GCLUE_SECRET2_STONESHELTER	Logfella	AdventureUI/tweetIconGourd		Ho questa canzone in testa... una canzoncina felice & triste che mi riempie di un timore stranamente meraviglioso.					
GCLUE_MOUNTAINLAKESHORE	Dogfella	AdventureUI/tweetIconGourd		So che vorresti evitare il martirio che ti prescrisse il fato, ma sappi questo: il tempo è una forza & seguirà il suo corso.					
				Bau Bau Bau. Sniff.					
GCLUE_LAKESHOREBUNNYSTRAIGHTAWAY	Dogfella	AdventureUI/tweetIconGourd		Ci sono anche nomi sconosciuti, sebbene questi siano facili da imparare.					
				Ci sono due tipi di sconosciuti - gli sconosciuti conosciuti & gli sconosciuti sconosciuti.			32	063.jpg	L6E31
				Bau Bau Bau.					
GCLUE_LAKESHORELAKE	Logfella	AdventureUI/tweetIconGourd		I miei ceppi hanno molti segreti... segreti sui folletti silvani & isole impossibili. Sfortunatamente non parlo la lingua dei ceppi.					
				Per mia esperienza personale, ci sono volte in cui i gufi non sono ciò che sembrano & altre volte che sono puri & semplici gufi.			126	064.jpg	86A47
GCLUE_PINKCOLLECTED	The Archetype	AdventureUI/tweetIconGourd		Può darsi che tu abbia già sentito di un'isola impossibile illuminata da una Luna Splendente, forse l'hai letto su internet?			134	065.jpg	H6A5I
				Abbiamo monitorato le tue azioni in silenzio & vorremmo farti notare che più lungo è il temporeggiamento, più corto sarà il festeggiamento.					
				E così pare che tu abbia fatto dei progressi significativi nella tua impresa di individuare & domare Il Trigone della Luna Splendente, molto ben fatto.					
GCLUE_MOUNTAINSIDE	Girl	AdventureUI/tweetIconGourd		I folletti silvani sono figli della Terra o sono i solitari visitatori del turbinio dell'infinito?					
				Ad essere sincera i folletti silvani mi fanno perdere la testa. Voglio dire... cosa sono? Da dove vengono?					
GCLUE_SECRET1_FOOTOFMOUNTAIN	Dogfella	AdventureUI/tweetIconGourd		Una volta che i folletti saranno stati mandati al cielo & il tempo dei miracoli sarà giunto dovrai andare in cerca dell'albero colossale.					
				So che tu sai ciò che io so & io voglio che tu sappia che hai ragione al 100%.			109	066.jpg	F6D6H
				Bau Bau Bau Sniff Bau Bau Bau.					
GCLUE_BRISKLYWALKING	Dogfella	AdventureUI/tweetIconGourd		Solo quando il tuo compito ingrato giungerà al termine tornerà la pace su tutte le nostre vite.					
				Solo la Trigon Tripletta ti permetterà di comprendere i segreti del Trigonbosco.					
				Il turbinio dell'infinito sulla cima del Mingi Taw ti attende.					
				Bau Bau Bau.					
GCLUE_WATERFALLS	Girl			Hai mai notato che talvolta le parole sembrano solo dei rumori, ma altre volte i rumori  fanno i suoni più deliziosi?			132	058.jpg	G5F8U
GCLUE_HUGETREE	Logfella	AdventureUI/tweetIconGourd		Ci sono un sacco di strani proverbi quassù fra coloro che abitano le montagne del Caucaso.					
				C'è un proverbio quassù nel Caucaso che recita: 'La foresta ha bisogno del fuoco, come il fuoco ha bisogno di un alberò.					
YELLOWTRIGON_COLLECTED	The Scythian			Abbiamo ottenuto il Trigon d'Oro. Siamo proprio ganzi!			85	067.jpg	36G7U
PINKTRIGON_COLLECTED	The Scythian			Contro tutte le aspettative abbiamo ottenuto Il Trigone della Luna Splendente.			155	068.jpg	56F8U
BLUETRIGON_COLLECTED	The Scythian			A dispetto di tutte le avversità abbiamo ottenuto Il Trigone della Luna Cupa.			112	069.jpg	T6G94
GCLUE_BLUECOLLECTED	Girl	AdventureUI/tweetIconGourd		Sembra che tutti i folletti della Luna Cupa siano stati mandati verso il cielo & così è di nuovo giunto il tempo dei miracoli. Adoro i miracoli!					
JIM_HINT1_OFF	The Scythian			In un bosco appartato incontrammo un misterioso tizio amante della musica che passava il tempo vicino ad un fuoco scoppiettante.					
JIM_PINKDAWN	The Scythian			In un bosco appartato incontrammo un misterioso tizio che passava il tempo vicino ad un fuoco scoppiettante. #jimguthrie					
JIM_BRIGHTMOON	The Scythian			Mentre la luna splendente si stagliava incontrammo  vicino ad un fuoco scoppiettante un misterioso tizio amante della musica che si presentò come Jim Guthrie.			128	070.jpg	07G00
JIM_POSTSWORCERY	The Scythian			Il misterioso tizio amante della musica noto come Jim Guthrie aveva assistito alla nostra spadomanzia & gli sembrava che tutto fosse a posto.					
JIM_POSTGOURD	The Scythian			Il misterioso tizio amante della musica noto come Jim Guthrie disse che era pronto a suonarci una breve canzone se avessimo avuto voglia di ascoltarla.					
				Jim ci invitò a sederci vicino al fuoco.					
JIM_POSTSONG	The Scythian			Jim Guthrie ci insegnò a non respingere i pensieri malvagi & a non respingere il morso del drago.					
			Archetype/trifecta	Ci disse del concerto rock che avrebbe dovuto tenersi sull'altra sponda del lago tra due settimane.					
JIM_LOGFELLATHOUGHTS	Logfella			La canzone sembrava così familiare... Dove l'avevo già sentita? #1000songs					
				Improvvisamente ho questo strano, fantastico motivetto in testa. #ediventammopiùvecchi					
LOGFELLA_JIMTHOUGHTS	Logfella			Mi è rimasta questa canzoncina in testa per un sacco... solo alcune piccole note che ritornano & ritornano ancora. Mi chiedo cos'abbia di speciale?					
ARCHETYPE_OTHERSIDEOFLAKE	The Archetype			Riattraversare in sicurezza la soglia della liminalità è una questione da poco - trova i luoghi familiari & il calore del focolare.					
				Se riuscirai a stabilizzare la tua lucidità sarai in grado di creare insieme ad essa... invece di combatterla, resisterle & maledirla.					
				Quando in un sogno sei lucido comprendi chi hai immaginato di essere... ma identificarsi col sogno vuol dire esserne ammaliati.					
				Persino in uno spazio onirico trito & ritrito ci sono nuovi luoghi da esplorare & nuovi collegamenti da esaminare... se continuerai a credere.					
GIRL_MOONGROTTOCOMMENT	Girl			Mi sento quasi come se il cosmo avesse saltato un battito & ora tutto è come se fosse un po'... sospeso.					
LOGFELLA_MOONGROTTOCOMMENT	Logfella			C'è un sacco di strada da 0 a 1 & se un alieno dicesse ciao sarebbe in un codice criptato sullo stereo. Aspetta... cosa?					
GIRL_HUGETREETHOUGHTS	Girl			Ovviamente non dico mai a nessuno dei sogni che faccio sulla dea & l'albero, perchÉ mi prenderebbero per un hippie o qualcosa del genere.					
				Nel mio posto speciale ricevo in visita un colossale albero cavo... è una dea morta da tempo che nacque eoni prima dell'umanità.					
				Quando vago nei sogni c'è un posto speciale in cui vado sempre, un'assemblea di alberi nel cuore del mondo.					
LOGFELLA_HUGETREETHOUGHTS	Logfella			Adoro vedere lo stesso bosco sia col sole che con la pioggia & adoro anche soltanto fermarmi ed ascoltare... pensare o non pensare, a seconda del caso.					
				Non passo troppo tempo a vagare nei sogni ma quando lo faccio tendo a rivisitare i miei luoghi preferiti per vedere cosa è cambiato.					
